Iteration,QuCFTnet,CNN,LSTM,QNN
1,0.009730582879252813,0.027091586689441727,0.021546231208702433,0.04367779534996158
2,0.010295164144985436,0.025685554945915057,0.018267383337933048,0.03552963609285578
3,0.01123079271312613,0.02084155930014563,0.02382334165082372,0.030815117678373076
4,0.009409388241663142,0.018492489631877308,0.018117237390689243,0.03665827275271882
5,0.01078175088359817,0.014106413486475046,0.018090154150693292,0.04329504172864809
6,0.009601241812126932,0.021369513476202095,0.021623394832413594,0.03114424710331057
7,0.009823686749007805,0.030261245036742206,0.022288779447010812,0.03153655069647131
8,0.01124427856303611,0.024304652814390943,0.02134429809180861,0.04035129375564534
9,0.007010409443418766,0.02132128314185153,0.014943208047845576,0.0356707833056152
10,0.00805529150788786,0.02439524062850092,0.021614103319784753,0.04088490814425685
11,0.007776721903835769,0.01831712494101667,0.016897075844976805,0.03691811924922822
12,0.006499575820227543,0.022108029911907093,0.02070582833476479,0.0412099818885374
13,0.008982603339767236,0.023298432419047214,0.01572879669380282,0.030789531315756152
14,0.011124150849591612,0.022741698044536855,0.02133896644262919,0.036927492095270395
15,0.009572673900426138,0.025372418365070242,0.01758020328707788,0.035735859913821055
16,0.010296685122912779,0.02403393567870816,0.016152096049218436,0.029704654455375214
17,0.01163382624506619,0.02500497805432399,0.0221414604094472,0.02761913231278787
18,0.011991529198401537,0.020934883153307722,0.020724933565030253,0.04111449421164797
19,0.009896293097910791,0.025693446225231644,0.018158069595821308,0.03489428570669213
20,0.012030378834354096,0.027886810842871975,0.024353536547063192,0.03086631831011602
21,0.010138189987651165,0.020089551441045763,0.01867804273529077,0.03642292637846001
22,0.008743902664258807,0.02033691303285632,0.020096323021912804,0.043768113144095816
23,0.009108399471701898,0.027007353008960698,0.020806740343035802,0.02331557292776846
24,0.007779195231152476,0.02242596803991482,0.01814100219761416,0.02802016786058004
25,0.008667799219399521,0.02721146417619967,0.02141340888019979,0.031462681348628396
26,0.009462974967888357,0.02167239286432345,0.018399642958505828,0.04576707320032197
27,0.011205377529067903,0.027365136728812134,0.01876508503335137,0.03869552189751578
28,0.012581154746748976,0.023394457450416357,0.024087927919410022,0.04160390344276736
29,0.007926727726934441,0.023774686469968085,0.016878241842462702,0.030159034485242615
30,0.010589241202389878,0.02769415406500971,0.01276165900721153,0.03028278474837684
31,0.008439184091263699,0.021914688567667484,0.024832810985035682,0.03968688230033626
32,0.010712045632694803,0.020176633712225125,0.02764798385782101,0.037349645985612676
33,0.009803370023968411,0.021654307375914936,0.018784192203652003,0.04029243291318476
34,0.007253641261228705,0.024357001851929416,0.014189485878139445,0.03587397405442928
35,0.011392445487352727,0.01830272278345846,0.01906854807141217,0.03866886235872776
36,0.009092498930786903,0.024912412707953364,0.019141331150477992,0.03794871450943065
37,0.009199149642439668,0.02138368604714677,0.01943022847693323,0.04166660433450955
38,0.008395371383065465,0.02644343798220069,0.016659835874234457,0.04184204969166682
